time,open,high,low,close,volume
1632009600,1.17269,1.17555,1.16835,1.17211,149124
1632614400,1.17254,1.17258,1.15627,1.15932,177763
1633219200,1.1596899999999999,1.16401,1.15294,1.15741,142719
1633824000,1.15696,1.16244,1.15246,1.1598600000000001,130667
1634428800,1.15955,1.16694,1.1571799999999999,1.16441,145767
1635033600,1.16415,1.16921,1.15353,1.15624,161274
1635638400,1.15568,1.16165,1.15134,1.1567,157295
1636243200,1.15613,1.16085,1.1433,1.14433,152724
1636848000,1.14465,1.1464,1.12501,1.12833,166441
1637452800,1.12896,1.13302,1.11864,1.13228,179132
1638057600,1.13063,1.13828,1.12357,1.13091,205222
1638662400,1.13008,1.13548,1.12275,1.13169,154426
1639267200,1.13122,1.13604,1.12221,1.12378,156915
1639872000,1.12379,1.13435,1.12348,1.13135,130213
1640476800,1.13072,1.13864,1.12737,1.1378,105305
1641081600,1.1369,1.13784,1.12724,1.13595,150921
1641686400,1.1356,1.14828,1.12852,1.14158,159116
1642291200,1.14128,1.14344,1.1301,1.13423,161048
1642896000,1.13408,1.13451,1.11215,1.11475,183315
1643500800,1.11441,1.14838,1.11385,1.14518,180261
1644105600,1.14566,1.1494900000000001,1.13299,1.13477,184040
1644710400,1.1339299999999999,1.13959,1.12802,1.1323400000000001,199699
1645315200,1.13209,1.13904,1.11065,1.1272,228114
1645920000,1.11372,1.12464,1.08865,1.0930900000000001,268262
1646524800,1.09273,1.11211,1.08062,1.09142,297101
1647129600,1.09221,1.11376,1.09008,1.10494,241969
1647734400,1.10575,1.10702,1.0961,1.09853,201916
1648339200,1.09867,1.11848,1.09449,1.10454,246204
1648944000,1.10385,1.10544,1.08365,1.08751,200009
1649548800,1.09087,1.09333,1.07578,1.08087,194404
1650153600,1.08047,1.09364,1.07613,1.08013,212125
1650758400,1.08058,1.08144,1.04713,1.05466,266530
1651363200,1.05597,1.06419,1.04829,1.05441,256266
1651968000,1.05409,1.05925,1.03498,1.04082,273220
1652572800,1.03984,1.06071,1.03893,1.05591,232247
1653177600,1.05626,1.07651,1.05553,1.07313,218369
1653782400,1.07344,1.07869,1.06273,1.07171,201352
1654387200,1.07171,1.07738,1.0506,1.05211,220875
1654992000,1.05149,1.06013,1.03592,1.04968,329253
1655596800,1.04841,1.06056,1.04692,1.0554,250670
1656201600,1.05476,1.06149,1.03662,1.04266,273667
1656806400,1.0418,1.04627,1.0072,1.01835,340147
1657411200,1.01747,1.01837,0.99522,1.0086,386156
1658016000,1.0083,1.02779,1.00786,1.0208,358428
1658620800,1.02121,1.02578,1.00966,1.02264,344518
1659225600,1.02144,1.02938,1.01227,1.01789,346170
1659830400,1.01741,1.03684,1.01592,1.02567,274380
1660435200,1.02572,1.02682,1.0032,1.00394,270361
1661040000,1.00374,1.00898,0.99006,0.9962,279478
1661644800,0.99655,1.00791,0.99108,0.99574,310961
1662249600,0.99255,1.01132,0.9864,1.00461,300297
1662854400,1.00918,1.01977,0.99451,1.00133,287684
1663459200,1.00104,1.00505,0.9668,0.96887,310203
1664064000,0.96721,0.98538,0.9536,0.97997,445686
1664668800,0.97941,0.99995,0.97262,0.97381,401084
1665273600,0.97321,0.98088,0.96316,0.97237,645730
1665878400,0.97219,0.98758,0.97047,0.98629,707288
1666483200,0.98705,1.00938,0.98068,0.9966,715370
1667088000,0.9959,0.99761,0.97301,0.99593,564908
1667692800,0.99095,1.03642,0.99076,1.03532,579444
1668297600,1.03344,1.04818,1.02714,1.03197,602823
1668902400,1.03221,1.04486,1.02226,1.0385,429255
1669507200,1.03731,1.05451,1.02902,1.05409,577625
1670112000,1.05311,1.05948,1.04431,1.05338,507766
1670716800,1.05263,1.07364,1.05058,1.05897,524986
1671321600,1.05863,1.06593,1.05731,1.06168,474399
1671926400,1.06344,1.07131,1.06066,1.06999,295950
1672531200,1.07023,1.07073,1.04819,1.0642800000000001,462393
1673136000,1.06397,1.08679,1.06356,1.0832600000000001,483172
1673740800,1.08289,1.08874,1.07659,1.08557,460552
1674345600,1.08634,1.09294,1.08351,1.08674,378550
1674950400,1.08607,1.10329,1.07925,1.07932,450549
1675555200,1.07852,1.0799,1.06662,1.06781,410560
1676160000,1.06801,1.08044,1.06127,1.06936,447852
1676764800,1.06856,1.07045,1.05361,1.05446,393157
1677369600,1.05449,1.06914,1.05329,1.06331,404244
1677974400,1.06247,1.07007,1.05241,1.06383,444910
1678579200,1.06792,1.07597,1.0516,1.06651,703867
1679184000,1.06808,1.09297,1.06313,1.07601,466641
1679788800,1.07712,1.09263,1.07449,1.08426,321477
1680393600,1.08402,1.09733,1.07882,1.08985,288628
1680998400,1.09002,1.10759,1.08313,1.09948,288481
1681603200,1.09887,1.09998,1.09091,1.09895,285222
1682208000,1.09898,1.10955,1.09626,1.10166,334528
1682812800,1.10201,1.10916,1.0942,1.10183,333661
1683417600,1.10138,1.10536,1.08479,1.08499,274259
1684022400,1.0853,1.09046,1.07599,1.08047,264645
1684627200,1.08048,1.08313,1.07017,1.0725500000000001,297936
1685232000,1.07201,1.07789,1.06351,1.0706,273218
1685836800,1.07079,1.0787,1.06669,1.07495,250582
1686441600,1.07463,1.09707,1.07331,1.09409,285234
1687046400,1.09314,1.10119,1.08444,1.08942,275404
1687651200,1.08997,1.09767,1.08352,1.09106,289405
1688256000,1.091,1.09731,1.08335,1.09662,272191
1688860800,1.09575,1.12448,1.09434,1.12285,317908
1689465600,1.12213,1.12757,1.11077,1.11254,312601
1690070400,1.11233,1.11496,1.09435,1.10164,374517
1690675200,1.10156,1.10458,1.09121,1.10111,354422
