time,open,high,low,close,volume
1632009600,1.37401,1.3750499999999999,1.3609499999999999,1.3672,172287
1632614400,1.36638,1.3728799999999999,1.34119,1.3543,197320
1633219200,1.35538,1.36577,1.35316,1.36182,192593
1633824000,1.36178,1.37733,1.35691,1.3744399999999999,160974
1634428800,1.37409,1.38344,1.37092,1.37599,158297
1635033600,1.37459,1.38296,1.36683,1.3693,187417
1635638400,1.36792,1.36984,1.34244,1.34955,180930
1636243200,1.3486799999999999,1.3607,1.33534,1.34127,172927
1636848000,1.34164,1.3513600000000001,1.33964,1.34453,178376
1637452800,1.34452,1.3449900000000001,1.32786,1.3321100000000001,192547
1638057600,1.3338700000000001,1.3370199999999999,1.31949,1.32308,221963
1638662400,1.32141,1.32893,1.3161399999999999,1.3263099999999999,165495
1639267200,1.32558,1.33745,1.31721,1.32365,162019
1639872000,1.32375,1.3437700000000001,1.31735,1.33842,142740
1640476800,1.33856,1.3550200000000001,1.33809,1.35249,102321
1641081600,1.35222,1.35984,1.3431,1.35911,142299
1641686400,1.35733,1.37488,1.3532600000000001,1.3679700000000001,158449
1642291200,1.36692,1.36899,1.35456,1.35525,181917
1642896000,1.3548,1.35654,1.3357999999999999,1.3395299999999999,207869
1643500800,1.33917,1.3627799999999999,1.3387,1.35285,181083
1644105600,1.35351,1.36437,1.34907,1.35608,185264
1644710400,1.3554,1.36428,1.34866,1.35929,204837
1645315200,1.35891,1.36385,1.32729,1.34098,254805
1645920000,1.33283,1.3437299999999999,1.32027,1.32347,273961
1646524800,1.3225799999999999,1.3237999999999999,1.30275,1.30373,295844
1647129600,1.3038699999999999,1.32111,1.30003,1.31764,243999
1647734400,1.31671,1.32985,1.312,1.3183099999999999,228307
1648339200,1.31772,1.31841,1.30511,1.31115,255188
1648944000,1.30972,1.31668,1.29825,1.30341,221634
1649548800,1.30321,1.31473,1.29733,1.30584,220426
1650153600,1.3051599999999999,1.30902,1.2823,1.2839,232128
1650758400,1.2833700000000001,1.28416,1.24115,1.2577,279519
1651363200,1.25796,1.26379,1.22761,1.23365,279859
1651968000,1.23435,1.24059,1.2156,1.22593,313115
1652572800,1.22389,1.2524600000000001,1.22172,1.24921,298095
1653177600,1.24759,1.26669,1.2459,1.26295,272456
1653782400,1.26126,1.2659799999999999,1.24589,1.2487,240134
1654387200,1.24871,1.25996,1.23011,1.23113,272177
1654992000,1.23148,1.24065,1.19341,1.22189,383952
1655596800,1.22189,1.2324,1.2161,1.22723,296354
1656201600,1.22559,1.23324,1.19758,1.20938,344579
1656806400,1.20989,1.21651,1.18759,1.2033800000000001,451509
1657411200,1.2013099999999999,1.20369,1.176,1.18638,497455
1658016000,1.18664,1.2064,1.18625,1.19945,424143
