time,open,high,low,close,volume
1632614400,129.764,130.475,128.55,128.767,228637
1633219200,128.621,129.907,128.334,129.893,209267
1633824000,129.731,132.775,129.691,132.516,193680
1634428800,132.416,133.48,131.92,132.15,202703
1635033600,132.158,132.919,131.558,131.774,209403
1635638400,131.816,132.563,130.836,131.161,207865
1636243200,131.048,131.43,130.239,130.366,207277
1636848000,130.417,130.6,127.981,128.662,223105
1637452800,128.625,129.599,127.797,128.281,253106
1638057600,128.438,128.787,127.385,127.608,298355
1638662400,127.566,129.108,127.513,128.319,211625
1639267200,128.184,129.639,127.756,127.781,211441
1639872000,127.681,129.751,127.518,129.337,184200
1640476800,129.245,131.042,129.243,130.963,140313
1641081600,130.739,131.6,130.024,131.265,195791
1641686400,131.262,131.475,129.783,130.372,220105
1642291200,130.279,131.179,128.561,128.955,224713
1642896000,128.907,129.242,128.247,128.465,265545
1643500800,128.438,132.091,128.43,131.913,227847
1644105600,132.082,133.152,130.389,131.001,224862
1644710400,130.814,131.907,130.046,130.268,263313
1645315200,130.276,130.905,127.917,130.224,309137
1645920000,128.61,129.786,125.073,125.549,340206
1646524800,125.585,129.042,124.393,128.021,355994
1647129600,128.17,131.92,127.976,131.664,291886
1647734400,131.644,134.746,131.381,134.114,267507
1648339200,134.082,137.533,133.996,135.369,337217
1648944000,135.323,135.683,134.297,135.162,260893
1649548800,135.32,137.129,135.265,136.538,302246
1650153600,136.544,140.002,136.458,138.848,317086
1650758400,138.674,139.19,134.782,136.985,378461
1651363200,136.773,138.156,136.522,137.666,334022
1651968000,137.606,138.318,132.659,134.542,366554
1652572800,134.516,136.694,133.751,135.081,338969
1653177600,135.066,136.801,134.659,136.418,320538
1653782400,136.305,140.37,136.229,140.197,289949
1654387200,140.32,144.253,139.843,141.37,334810
1654992000,141.262,141.974,137.854,141.653,449936
1655596800,141.463,144.246,141.402,142.681,362310
1656201600,142.533,144.276,139.79,141.027,411909
1656806400,140.952,142.37,136.866,138.612,524096
1657411200,138.435,139.889,137.023,139.733,579985
1658016000,139.658,142.323,138.782,138.859,554078
1658620800,139.025,140.075,135.548,136.244,517355
1659225600,136.115,137.757,133.398,137.492,567735
1659830400,137.381,138.395,136.298,136.915,465260
1660435200,136.815,137.96,134.947,137.421,447366
1661040000,137.365,137.964,135.51,136.886,465413
1661644800,137.143,140.745,136.967,139.622,490889
1662249600,139.056,144.719,138.684,143.285,539576
1662854400,143.539,145.632,142.29,143.151,525450
1663459200,143.061,144.035,138.664,138.873,541262
1664064000,138.887,142.296,137.346,141.888,645477
1664668800,141.675,144.082,141.181,141.59,579042
1665273600,141.359,144.839,140.894,144.631,876361
1665878400,144.446,148.401,144.079,145.572,880321
1666483200,145.762,147.72,143.721,146.97,945416
1667088000,146.833,147.751,144.026,146.05,815593
1667692800,145.627,147.111,142.558,143.675,847960
1668297600,143.726,145.544,143.349,144.869,890118
1668902400,144.786,146.132,143.642,144.597,690013
1669507200,144.547,145.001,140.762,141.579,954340
1670112000,141.672,144.576,141.447,143.859,826814
1670716800,143.67,146.728,143.467,144.774,867642
1671321600,143.895,145.829,138.799,140.963,884474
1671926400,141.257,142.943,139.991,140.311,541386
1672531200,139.993,141.441,137.384,140.641,816532
1673136000,140.329,142.85,138.009,138.506,896754
1673740800,138.383,141.688,137.912,140.677,872722
1674345600,140.699,142.296,140.467,141.1,701500
1674950400,140.796,142.344,139.932,141.59,776617
1675555200,142.585,142.805,139.551,140.284,771621
1676160000,140.292,143.673,140.243,143.453,731737
1676764800,143.392,144.163,142.15,143.919,652804
1677369600,143.919,145.565,143.562,144.429,663026
1677974400,144.459,145.44,143.348,143.681,718389
1678579200,143.612,144.963,139.119,140.582,1162143
1679184000,140.962,143.626,138.822,140.646,898376
1679788800,140.554,145.661,140.537,143.996,661355
1680393600,144.469,145.437,142.543,144.01,584278
1680998400,143.996,147.155,143.794,147.042,569647
1681603200,147.021,147.855,146.398,147.393,532443
1682208000,147.266,150.432,146.284,150.043,628570
1682812800,150.114,151.61,147.128,148.557,675273
1683417600,148.536,149.265,146.128,147.255,595766
1684022400,147.222,149.795,147.19,149.064,573185
1684627200,149.032,150.93,148.83,150.785,617295
1685232000,150.672,151.065,148.588,149.84,541909
1685836800,149.861,150.436,148.627,149.808,519346
1686441600,149.741,155.226,149.661,155.221,604701
1687046400,154.972,156.925,154.042,156.569,600821
1687651200,156.435,157.994,155.744,157.429,634320
1688256000,157.413,157.951,155.376,155.823,573335
1688860800,155.768,156.67,153.364,155.842,638252
1689465600,155.719,158.041,154.868,157.801,642145
1690070400,157.562,157.779,151.402,155.503,736284
1690675200,155.327,157.495,155.105,156.098,732976
1691280000,155.99,159.218,155.794,158.677,612756
1691884800,158.695,159.327,157.651,158.052,623700
1692489600,157.976,159.489,156.864,158.059,564130
1693094400,158.023,159.76,157.046,157.565,545373
1693699200,157.487,158.523,156.998,158.136,484715
1694304000,157.44,158.647,156.576,157.627,575592
1694908800,157.488,158.449,157.029,157.914,512477
1695513600,157.899,158.331,156.702,157.909,528991
1696118400,158.069,158.472,154.332,157.98,596056
1696723200,157.336,158.608,156.504,157.162,705376
1697328000,156.982,158.928,156.96,158.754,561474
1697932800,158.734,159.914,157.877,158.082,532925
1698537600,157.976,160.844,157.687,160.241,598509
1699142400,160.207,161.941,160.116,161.879,539553
1699747200,161.826,164.295,161.54,163.287,481017
1700352000,163.126,163.646,161.242,163.389,486121
1700956800,163.567,163.712,159.639,159.765,605440
1701561600,159.654,159.841,153.154,156.023,683054
1702166400,155.967,157.677,153.857,154.885,726090
1702771200,154.804,158.565,154.782,156.817,664929
1703376000,156.643,158.381,155.628,155.674,410843
1703980800,155.542,158.992,155.066,158.251,522679
1704585600,158.15,160.175,157.202,158.645,605599
1705190400,158.574,161.862,158.547,161.432,621939
1705795200,161.334,161.708,159.693,160.743,618331
1706400000,160.589,160.833,158.073,160.078,680190
1707004800,159.946,161.261,158.901,160.971,627429
1707609600,160.921,161.95,160.379,161.829,594907
1708214400,161.767,163.456,161.473,162.887,542509
1708819200,162.857,163.718,161.679,162.712,528128
1709424000,162.621,163.517,160.549,160.891,578188
1710028800,160.777,162.397,160.203,162.289,534966
1710633600,162.241,165.349,161.95,163.636,544054
1711238400,163.509,164.415,162.925,163.193,473562
1711843200,163.209,164.912,162.599,164.302,441426
1712448000,164.243,165.171,162.268,163.107,531433
1713052800,162.762,165.019,162.645,164.789,616610
1713657600,164.689,169.38,164.399,169.257,501703
1714262400,168.768,171.585,164.008,164.551,722143
1714867200,164.626,167.963,164.406,167.779,483911
1715472000,167.699,169.396,167.325,169.25,507757
1716076800,169.084,170.494,168.976,170.243,466140
1716681600,170.215,170.794,169.061,170.611,483207
1717286400,170.508,170.886,168.01,169.307,632726
1717891200,168.739,170.135,167.521,168.487,521698
1718496000,168.354,170.89,167.954,170.888,340115
1719100800,170.77,172.442,170.259,172.347,506614
1719705600,172.687,174.51,172.59,174.288,555790
1720310400,173.647,175.424,171.458,172.18,618392
1720915200,172.078,172.915,169.987,171.395,744713
1721520000,171.278,171.658,164.821,166.894,886694
1722124800,166.867,167.956,159.693,159.911,1218722
1722729600,159.899,161.439,154.406,160.084,1437325
1723334400,160.129,163.865,160.007,162.746,1044741
1723939200,162.707,163.205,160.416,161.581,981708
1724544000,161.29,162.174,160.022,161.517,821454
1725148800,161.305,162.891,157.463,157.759,879314
1725753600,157.623,158.727,155.455,156.017,981319
1726358400,155.923,161.157,155.142,160.633,963215
