time,open,high,low,close,volume
1632268800,149.153,149.96,149.017,149.526,48380
1632355200,149.47,151.482,149.364,151.371,45434
1632441600,151.317,151.736,151.002,151.407,42541
1632700800,151.237,152.199,151.095,152.111,43258
1632787200,152.029,152.573,150.544,150.96,55630
1632873600,150.879,151.194,149.914,150.335,55236
1632960000,150.296,150.951,149.806,149.88,54382
1633046400,149.883,150.742,149.232,150.428,63348
1633305600,150.345,151.525,150.199,150.935,55957
1633392000,150.892,152.05,150.746,151.879,52048
1633478400,151.906,152.159,150.815,151.399,59086
1633564800,151.232,152.091,151.034,151.992,45237
1633651200,151.964,152.939,151.897,152.84,45646
1633910400,152.745,154.509,152.556,154.059,45164
1633996800,153.985,154.829,153.654,154.381,50858
1634083200,154.328,154.956,154.112,154.704,50331
1634169600,154.667,155.743,154.569,155.435,41328
1634256000,155.395,157.417,155.369,157.036,46750
1634515200,157.029,157.379,156.615,156.931,46654
1634601600,156.892,158.06,156.864,157.761,44101
1634688000,157.678,158.219,157.02,158.049,45195
1634774400,157.9,158.205,156.78,157.268,47348
1634860800,157.191,157.662,155.927,156.163,52158
1635120000,156.082,156.821,155.908,156.561,47224
1635206400,156.51,157.773,156.472,157.124,45048
1635292800,157.079,157.27,155.704,156.4,52980
1635379200,156.371,156.709,155.918,156.655,57329
1635465600,156.642,157.102,155.788,156.052,56284
1635724800,156.03,156.497,155.61,155.76,50095
1635811200,155.759,155.89,154.663,155.136,47497
1635897600,155.125,156.073,154.965,156.054,46707
1635984000,155.978,156.248,153.122,153.559,53163
1636070400,153.452,153.78,152.815,153.026,51416
1636329600,152.902,153.656,152.708,153.593,44729
1636416000,153.571,153.634,152.743,153.059,53079
1636502400,152.999,153.743,152.578,152.665,57874
1636588800,152.662,153.014,152.396,152.455,43551
1636675200,152.508,152.935,152.377,152.808,44654
1636934400,152.845,153.283,152.628,153.086,45043
1637020800,153.058,154.186,152.981,154.169,51372
1637107200,154.123,154.732,153.746,153.958,53615
1637193600,153.81,154.276,153.711,154.23,50638
1637280000,154.194,154.45,152.522,153.309,58375
1637539200,153.237,154.062,153.089,153.844,54039
1637625600,153.848,154.221,153.283,154.018,58887
1637712000,153.985,154.154,153.368,153.826,57100
1637798400,153.806,154.066,153.418,153.657,36052
1637884800,153.602,153.684,150.521,151.088,78771
1638144000,151.468,151.92,150.696,151.184,67978
1638230400,151.127,151.63,149.731,150.496,81398
1638316800,150.41,151.441,149.621,149.71,72418
1638403200,149.617,150.8,149.568,150.539,66325
1638489600,149.997,150.762,148.977,149.293,61265
1638748800,149.099,150.606,149.099,150.558,53749
1638835200,150.484,151.129,150.126,150.37,48477
1638921600,150.314,150.705,149.354,150.011,56701
1639008000,150.015,150.316,149.489,149.984,47142
1639094400,149.963,150.515,149.673,150.382,47990
1639353600,150.233,150.759,149.874,150.08,42079
1639440000,150.007,150.583,149.769,150.45,44342
1639526400,150.356,151.313,150.276,151.255,47723
1639612800,151.141,152.635,151.016,151.478,58314
1639699200,151.435,151.717,150.43,150.506,54157
1639958400,150.379,150.552,149.53,150.074,54901
1640044800,149.959,151.415,149.894,151.389,43616
1640131200,151.3,152.585,151.107,152.397,41021
1640217600,152.305,153.707,152.234,153.485,36600
1640304000,153.358,153.564,153.072,153.126,37539
1640563200,153.091,154.459,152.846,154.438,26930
1640649600,154.309,154.58,154.009,154.22,27703
1640736000,154.178,155.131,154.056,155.088,30192
1640822400,155.0,155.667,154.92,155.366,32561
1640908800,155.246,156.017,155.0,155.669,29730
1641168000,155.589,155.922,154.893,155.469,35191
1641254400,155.397,157.433,155.338,157.117,45144
1641340800,157.028,157.768,156.579,157.4,47338
1641427200,157.324,157.473,156.091,156.811,48156
1641513600,156.686,157.187,156.656,157.056,40692
1641772800,156.995,157.377,155.955,156.453,46635
1641859200,156.293,157.313,156.224,157.189,47389
1641945600,157.168,157.711,156.764,157.1,46409
1642032000,157.061,157.462,156.314,156.502,47376
1642118400,156.481,156.619,155.458,156.233,54977
1642377600,156.04,156.719,156.015,156.357,34234
1642464000,156.38,156.905,155.477,155.813,58639
1642550400,155.787,156.23,155.403,155.631,54850
1642636800,155.594,156.065,155.145,155.199,51376
1642723200,155.117,155.213,153.911,154.08,60676
1642982400,154.006,154.489,152.904,153.774,63078
1643068800,153.649,154.011,153.122,153.755,60891
1643155200,153.71,154.743,153.674,154.395,52021
1643241600,154.314,154.721,153.823,154.379,66011
1643328000,154.28,154.962,154.094,154.368,58987
1643587200,154.39,155.333,154.368,154.789,51778
1643673600,154.737,155.208,154.49,155.128,48127
1643760000,155.013,155.439,154.811,155.314,42865
1643846400,155.266,156.506,155.05,156.383,53241
1643932800,156.268,156.505,155.566,155.832,52770
1644192000,155.98,156.192,155.138,155.779,47757
1644278400,155.761,156.721,155.28,156.544,44016
1644364800,156.41,156.859,156.199,156.382,38527
1644451200,156.322,158.067,156.25,157.284,56712
1644537600,157.173,157.722,155.862,156.543,59951
1644796800,156.364,156.863,155.308,156.37,66429
1644883200,156.217,156.83,155.967,156.565,52408
1644969600,156.413,157.115,156.325,156.815,50865
1645056000,156.779,156.996,156.063,156.473,61408
1645142400,156.372,157.29,156.219,156.378,54031
1645401600,156.321,156.748,156.023,156.085,43598
1645488000,155.975,156.509,155.516,156.334,65833
1645574400,156.201,156.778,155.603,155.798,48744
1645660800,155.722,155.889,153.374,154.497,94295
1645747200,154.468,155.184,154.157,154.931,66901
1646006400,153.926,154.992,153.926,154.294,73240
1646092800,154.205,154.688,152.663,153.088,62200
1646179200,153.033,154.923,152.821,154.86,64592
1646265600,154.82,155.228,153.867,154.117,56657
1646352000,154.107,154.221,151.468,152.005,68056
1646611200,151.964,152.232,151.037,151.09,80829
1646697600,151.059,152.014,150.983,151.522,75314
1646784000,151.483,152.764,151.442,152.739,59238
1646870400,152.637,152.997,151.882,151.921,58767
1646956800,151.902,153.399,151.899,152.922,59825
1647216000,153.0,154.191,152.836,153.672,52238
1647302400,153.606,154.693,153.23,154.224,57762
1647388800,154.218,156.143,154.143,156.125,58971
1647475200,156.084,156.708,155.463,155.954,59924
1647561600,155.925,157.226,155.86,156.997,49181
1647820800,156.866,157.51,156.376,157.322,45677
1647907200,157.249,160.228,157.213,160.227,58160
1647993600,160.153,161.101,159.04,159.997,53493
1648080000,159.936,161.408,159.587,161.336,57286
1648166400,161.26,161.499,159.86,160.952,60541
1648425600,160.875,164.632,160.771,162.269,72473
1648512000,161.925,162.713,160.262,160.898,74610
1648598400,160.752,161.368,159.05,160.013,70664
1648684800,159.977,160.884,159.441,159.948,70224
1648771200,159.8,161.182,159.677,160.689,61731
1649030400,160.543,161.305,160.282,161.017,51115
1649116800,160.996,161.969,160.514,161.562,54773
1649203200,161.458,162.281,161.322,161.766,66059
1649289600,161.697,162.27,161.406,162.104,56357
1649376000,162.043,162.359,161.65,162.0,51402
1649635200,161.623,163.844,161.569,163.356,58844
