time,open,high,low,close,volume
1632240000,1.2776,1.28483,1.27726,1.27931,11765
1632254400,1.27931,1.28248,1.27905,1.28105,6821
1632268800,1.28103,1.2826,1.28088,1.28209,2561
1632283200,1.28209,1.28227,1.27762,1.2798,5475
1632297600,1.2798,1.2809599999999999,1.2770000000000001,1.2801,5520
1632312000,1.28009,1.28015,1.27733,1.27952,4574
1632326400,1.2795,1.28165,1.27252,1.2732,8696
1632340800,1.27321,1.27898,1.26979,1.27774,11122
1632355200,1.2772700000000001,1.27956,1.2766600000000001,1.27933,1837
1632369600,1.27933,1.27954,1.27528,1.27551,3559
1632384000,1.27554,1.27604,1.26497,1.26693,5856
1632398400,1.26693,1.26859,1.26504,1.26552,8319
1632412800,1.2656399999999999,1.26823,1.26332,1.26471,9705
1632427200,1.26471,1.2664,1.26383,1.2656399999999999,3958
1632441600,1.26542,1.2662499999999999,1.2641200000000001,1.26458,2055
1632456000,1.26455,1.26736,1.26441,1.26721,3249
1632470400,1.26721,1.26973,1.26632,1.26752,5494
1632484800,1.26752,1.27304,1.26688,1.27249,5883
1632499200,1.2725,1.27301,1.26523,1.26628,8629
1632513600,1.26628,1.267,1.26411,1.26555,3931
1632700800,1.26486,1.26574,1.26369,1.26402,1770
1632715200,1.26402,1.26402,1.26115,1.26292,2816
1632729600,1.26292,1.26539,1.26102,1.26538,5551
1632744000,1.26538,1.26725,1.26402,1.26577,7110
1632758400,1.26578,1.26672,1.26209,1.26219,9615
1632772800,1.26216,1.263,1.2616,1.26285,3415
1632787200,1.26248,1.26386,1.2623199999999999,1.2633,1662
1632801600,1.26323,1.2635,1.26001,1.26001,3075
1632816000,1.26001,1.26513,1.25936,1.2634,7177
1632830400,1.2634,1.26803,1.26284,1.26694,9031
1632844800,1.26693,1.2707,1.26492,1.26949,14737
1632859200,1.26949,1.27024,1.26677,1.2681,8349
1632873600,1.26859,1.26878,1.26682,1.26813,2056
1632888000,1.26813,1.2699799999999999,1.26738,1.26761,4762
1632902400,1.26762,1.27011,1.2669000000000001,1.2687599999999999,8260
1632916800,1.2687599999999999,1.27185,1.2674400000000001,1.2713700000000001,7224
1632931200,1.2713700000000001,1.2765,1.2702499999999999,1.27593,12285
1632945600,1.27593,1.27741,1.27421,1.27575,6675
1632960000,1.27553,1.2763,1.27413,1.27448,2610
1632974400,1.2744900000000001,1.27505,1.2732700000000001,1.27352,4520
1632988800,1.2735699999999999,1.2741500000000001,1.27106,1.27194,7068
1633003200,1.27196,1.27557,1.27175,1.2736,7054
1633017600,1.2736,1.27466,1.26298,1.2687,14977
1633032000,1.26872,1.27058,1.26479,1.26821,8843
1633046400,1.26783,1.27013,1.26748,1.2701,2633
1633060800,1.27006,1.27238,1.2696100000000001,1.27158,5653
1633075200,1.27158,1.2738800000000001,1.26997,1.27003,9941
1633089600,1.27,1.2709,1.26523,1.26837,8583
1633104000,1.26828,1.26858,1.2644199999999999,1.26449,12711
1633118400,1.26448,1.2648,1.26277,1.26398,5483
1633305600,1.26422,1.26457,1.2613699999999999,1.26431,3199
1633320000,1.26431,1.26545,1.26177,1.26194,4411
1633334400,1.26194,1.2646,1.26149,1.26213,8230
1633348800,1.26209,1.26277,1.25927,1.25982,7707
1633363200,1.2598,1.2601,1.25579,1.25785,11957
