time,open,high,low,close,volume
1631829600,34785.45,34845.45,34773.45,34791.45,1834
1631831400,34792.45,34820.45,34736.45,34746.45,1956
1631833200,34746.3,34751.3,34721.3,34726.3,566
1631835000,34727.3,34731.3,34714.3,34715.3,162
1631840400,34717.9,34732.3,34716.3,34731.3,152
1631842200,34733.3,34736.3,34728.3,34730.3,92
1631844000,34731.3,34735.3,34729.3,34731.3,119
1631845800,34732.3,34734.3,34682.3,34701.3,468
1631847600,34703.3,34712.3,34679.3,34695.3,779
1631849400,34696.3,34700.3,34682.3,34692.3,485
1631851200,34693.3,34719.3,34691.3,34706.3,539
1631853000,34705.3,34729.3,34669.3,34716.3,1077
1631854800,34715.3,34741.2,34714.3,34725.3,553
1631856600,34724.3,34741.3,34718.3,34730.3,539
1631858400,34732.3,34763.3,34726.3,34759.3,457
1631860200,34760.3,34761.3,34743.3,34745.3,336
1631862000,34744.3,34771.3,34742.3,34761.3,257
1631863800,34762.3,34778.3,34756.3,34774.3,301
1631865600,34773.3,34788.3,34764.3,34780.3,504
1631867400,34782.3,34784.3,34761.3,34778.3,455
1631869200,34777.3,34804.3,34768.3,34794.3,658
1631871000,34793.3,34796.3,34780.3,34789.3,440
1631872800,34791.3,34825.3,34774.3,34778.3,1433
1631874600,34777.3,34783.3,34751.3,34779.3,836
1631876400,34780.3,34783.3,34761.3,34767.3,780
1631878200,34765.3,34778.3,34758.3,34774.3,604
1631880000,34775.3,34776.3,34702.3,34732.2,918
1631881800,34731.2,34733.2,34670.3,34693.3,1152
1631883600,34690.3,34704.3,34638.3,34656.4,1465
1631885400,34657.4,34677.3,34631.3,34673.3,1196
1631887200,34674.3,34695.3,34652.3,34663.3,1064
1631889000,34664.3,34690.3,34649.3,34679.2,989
1631890800,34678.2,34743.3,34675.2,34725.3,977
1631892600,34726.3,34733.3,34698.3,34716.3,679
1631894400,34715.3,34746.3,34669.3,34680.3,1069
1631896200,34678.3,34767.45,34614.45,34654.45,4015
1631898000,34652.45,34685.45,34558.25,34615.65,3658
1631899800,34611.65,34622.45,34528.25,34555.25,3217
1631901600,34550.25,34616.25,34516.25,34553.65,2846
1631903400,34548.65,34587.25,34504.25,34576.25,3119
1631905200,34572.25,34611.45,34555.25,34594.45,2085
1631907000,34593.45,34654.45,34593.45,34622.45,2035
1631908800,34623.45,34625.45,34540.45,34569.45,1752
1631910600,34570.45,34581.45,34516.45,34551.45,2005
1631912400,34550.45,34596.45,34541.45,34555.45,2104
1631914200,34553.45,34594.65,34529.45,34566.45,2135
1631916000,34569.45,34603.45,34552.45,34567.25,2243
1631917800,34565.25,34615.65,34535.65,34566.45,3095
1631919600,34570.45,34575.3,34503.3,34523.4,1106
1631921400,34525.3,34528.3,34477.4,34498.3,492
1632099600,34512.65,34512.65,34456.05,34468.6,997
1632101400,34471.35,34497.6,34466.6,34492.35,640
1632103200,34493.6,34503.35,34456.65,34500.6,599
1632105000,34495.6,34515.85,34486.35,34508.6,679
1632106800,34509.6,34527.6,34490.15,34517.35,952
1632108600,34517.6,34518.6,34485.35,34500.6,802
1632110400,34499.6,34499.6,34420.1,34431.6,1197
1632112200,34432.6,34433.6,34391.35,34391.6,1197
1632114000,34391.85,34394.6,34335.1,34341.6,1370
1632115800,34340.6,34345.85,34210.6,34226.05,1944
1632117600,34226.55,34268.3,34196.85,34253.6,1657
1632119400,34252.85,34287.6,34239.6,34267.9,1114
